id,name,category,family,grade,standard_system,standard_designation,uns,en_number,tags,notes,source_type,source_name,confidence,density,youngs_modulus,poisson_ratio,yield_strength,ultimate_strength,toughness,thermal_expansion,melting_point,thermal_conductivity,created_at,updated_at,default_condition_id
200,Epoxy EP-Toughened [0200],polymer,epoxy,EP-Toughened,JIS,JIS K4358,,,"bundle,epoxy,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1506.5,1914775141.9,0.3982,134128393.08,209461077.39,3796828.02,8.6188117e-05,363.16,0.3416,2026-02-02T18:45:01.470061,2026-02-02T18:45:01.470068,253
201,Titanium CP Grade 2 [0201],metal,titanium,CP Grade 2,ASTM,ASTM C325,X50347,,"bundle,metal,synthetic,titanium",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8378.58,134122491563.95,0.3553,418489778.49,502212295.42,69759379.1,2.0372585e-05,1310.04,112.108,2026-02-02T18:45:01.470479,2026-02-02T18:45:01.470484,254
202,Copper Alloy C11000 [0202],metal,copper alloy,C11000,JIS,JIS H7706,X28665,,"bundle,copper_alloy,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8200.07,195534512158.07,0.3487,1230255657.29,1668371379.14,158156770.67,1.9254622e-05,1175.13,233.0012,2026-02-02T18:45:01.471272,2026-02-02T18:45:01.471279,256
203,Magnesium AZ91D [0203],metal,magnesium,AZ91D,ASTM,ASTM B408,X89887,,"bundle,magnesium,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8153.98,127119991450.27,0.3127,1417897219.8,2203856224.46,99518928.47,1.0618636e-05,695.34,42.3051,2026-02-02T18:45:01.472235,2026-02-02T18:45:01.472238,258
204,Titanium Ti-3Al-2.5V [0204],metal,titanium,Ti-3Al-2.5V,JIS,JIS K619,X97490,,"bundle,metal,synthetic,titanium",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7527.64,174038917228.87,0.3355,1327913852.68,2422395001.06,84415270.1,1.2036134e-05,1431.88,90.0881,2026-02-02T18:45:01.472679,2026-02-02T18:45:01.472686,259
205,Aluminum 7075 [0205],metal,aluminum,7075,ASTM,ASTM B808,X10422,,"aluminum,bundle,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7905.2,172991969649.62,0.3585,842690427.84,1724381970.9,118390058.67,2.34953e-05,1190.19,219.6051,2026-02-02T18:45:01.473064,2026-02-02T18:45:01.473068,260
206,Nylon PA66 [0206],polymer,nylon,PA66,JIS,JIS K1504,,,"bundle,nylon,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1441.59,9603572653.02,0.3886,30809727.38,161465379.05,1469184.36,5.5049017e-05,343.25,0.2793,2026-02-02T18:45:01.473533,2026-02-02T18:45:01.473538,261
207,Nylon PA12 [0207],polymer,nylon,PA12,EN,EN 82399,,1.8145,"bundle,nylon,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1233.76,6528901429.72,0.4363,55742673.28,211072786.97,3364920.34,0.00011280342,201.78,0.6393,2026-02-02T18:45:01.474362,2026-02-02T18:45:01.474373,263
208,Glass Fused silica [0208],ceramic,glass,Fused silica,ISO,ISO 90721,,,"bundle,ceramic,glass,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,5340.04,123100647331.95,0.1986,1599777344.57,1923891311.92,2232500.53,1.1267979e-05,2656.15,85.466,2026-02-02T18:45:01.475532,2026-02-02T18:45:01.475536,265
209,Nylon PA66 [0209],polymer,nylon,PA66,JIS,JIS K6965,,,"bundle,nylon,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1022.96,11295735620.11,0.392,111832801.01,129564223.39,3672743.24,7.9355045e-05,212.44,0.5806,2026-02-02T18:45:01.476012,2026-02-02T18:45:01.476019,267
210,Peek PEEK-CF30 [0210],polymer,peek,PEEK-CF30,JIS,JIS K3658,,,"bundle,peek,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1535.59,5675325024.75,0.4047,123106960.44,198700525.54,4356374.45,8.7220248e-05,344.92,0.344,2026-02-02T18:45:01.476588,2026-02-02T18:45:01.476595,268
211,Nickel Alloy Hastelloy C276 [0211],metal,nickel alloy,Hastelloy C276,ISO,ISO 81817,X69559,,"bundle,metal,nickel_alloy,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8337.92,213021415580.02,0.3237,191212040.12,524480517.22,18181216.63,2.309495e-05,991.01,51.3229,2026-02-02T18:45:01.477196,2026-02-02T18:45:01.477200,269
212,Nylon PA12 [0212],polymer,nylon,PA12,ISO,ISO 70628,,,"bundle,nylon,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1254.19,10034180326.53,0.4561,174319381.86,230308102.04,7670264.41,5.4022927e-05,222.36,0.511,2026-02-02T18:45:01.477663,2026-02-02T18:45:01.477666,270
213,Epoxy EP-Generic [0213],polymer,epoxy,EP-Generic,JIS,JIS G8156,,,"bundle,epoxy,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1350.84,6880713096.19,0.3478,26929604.14,40617280.96,756645.0,0.00013301541,134.85,0.4192,2026-02-02T18:45:01.478839,2026-02-02T18:45:01.478843,272
214,Nickel Alloy Inconel 625 [0214],metal,nickel alloy,Inconel 625,EN,EN 80351,X65740,1.7003,"bundle,metal,nickel_alloy,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8780.8,88374956413.27,0.3395,920325022.5,1474377837.47,147860772.53,2.5078431e-05,1115.71,413.8758,2026-02-02T18:45:01.479898,2026-02-02T18:45:01.479904,274
215,Gfrp GFRP-Woven [0215],composite,GFRP,GFRP-Woven,JIS,JIS G8237,,,"GFRP,bundle,composite,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1893.58,162326565445.9,0.3457,1123942187.85,1186313628.8,32130963.78,1.4300231e-05,370.51,5.1936,2026-02-02T18:45:01.481646,2026-02-02T18:45:01.481654,276
216,Pp PP-H [0216],polymer,pp,PP-H,ISO,ISO 72205,,,"bundle,polymer,pp,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,988.97,15326233227.57,0.439,97275857.99,212124727.75,3344789.72,8.9270808e-05,236.54,0.6568,2026-02-02T18:45:01.482370,2026-02-02T18:45:01.482375,277
217,Magnesium AZ31B [0217],metal,magnesium,AZ31B,ISO,ISO 2922,X76825,,"bundle,magnesium,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8835.01,97904273603.18,0.272,200886955.53,554562132.36,19211770.82,1.7699202e-05,1619.69,285.3369,2026-02-02T18:45:01.482740,2026-02-02T18:45:01.482743,278
218,Ptfe PTFE-Carbon [0218],polymer,ptfe,PTFE-Carbon,JIS,JIS K4768,,,"bundle,polymer,ptfe,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1552.72,1235116886.97,0.365,154086517.96,275597990.98,9904065.57,4.3372483e-05,300.42,0.4194,2026-02-02T18:45:01.483145,2026-02-02T18:45:01.483149,279
219,Aramid Frp AFRP-UD [0219],composite,aramid FRP,AFRP-UD,JIS,JIS G2080,,,"aramid_FRP,bundle,composite,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1557.59,25256775176.56,0.2693,1092918358.53,1607221963.23,11503272.74,3.916884e-07,233.72,12.755,2026-02-02T18:45:01.483878,2026-02-02T18:45:01.483882,281
220,Steel 316 [0220],metal,steel,316,ASTM,ASTM C456,X14553,,"bundle,metal,steel,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8238.32,195133336720.95,0.2755,1250462912.18,1731607156.47,60253031.83,1.0504232e-05,1184.0,272.6385,2026-02-02T18:45:01.484199,2026-02-02T18:45:01.484203,282
221,Aluminum 6061 [0221],metal,aluminum,6061,ISO,ISO 3768,X12644,,"aluminum,bundle,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7972.95,156390716943.33,0.3023,326887429.37,1354717304.88,31413251.11,1.3822967e-05,1469.01,107.7908,2026-02-02T18:45:01.484679,2026-02-02T18:45:01.484685,283
222,Nickel Alloy Inconel 718 [0222],metal,nickel alloy,Inconel 718,ISO,ISO 59784,X81746,,"bundle,metal,nickel_alloy,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7833.31,123673248157.86,0.3564,735285478.71,1404068317.96,31962860.43,2.0064072e-05,1386.14,26.5617,2026-02-02T18:45:01.485029,2026-02-02T18:45:01.485033,284
223,Copper Alloy C17200 [0223],metal,copper alloy,C17200,EN,EN 32491,X43561,1.8163,"bundle,copper_alloy,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8732.91,80274020261.81,0.3174,234874654.47,740982321.67,37380616.76,1.5810752e-05,883.01,47.6502,2026-02-02T18:45:01.485364,2026-02-02T18:45:01.485368,285
224,Copper Alloy C17200 [0224],metal,copper alloy,C17200,ISO,ISO 20621,X57275,,"bundle,copper_alloy,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8450.84,110459110202.64,0.3243,1422818796.85,2013548776.19,200924972.54,2.1568555e-05,1469.98,196.8631,2026-02-02T18:45:01.485769,2026-02-02T18:45:01.485772,286
225,Glass Borosilicate [0225],ceramic,glass,Borosilicate,EN,EN 13338,,1.9354,"bundle,ceramic,glass,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,3600.75,367670753123.23,0.2196,3439713363.84,5021700954.99,23954719.32,5.5155683e-06,1867.82,45.1167,2026-02-02T18:45:01.486250,2026-02-02T18:45:01.486268,287
226,Aluminum 7075 [0226],metal,aluminum,7075,EN,EN 38971,X36205,1.7974,"aluminum,bundle,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8098.17,192362563188.12,0.3383,1462536228.41,2665292284.64,239761695.03,1.4725165e-05,788.08,120.0435,2026-02-02T18:45:01.486752,2026-02-02T18:45:01.486757,288
227,Aramid Frp AFRP-Woven [0227],composite,aramid FRP,AFRP-Woven,ASTM,ASTM A484,,,"aramid_FRP,bundle,composite,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1879.3,51216465952.97,0.3712,1070796922.53,1226880707.88,10442385.75,4.9007003e-06,278.26,1.0956,2026-02-02T18:45:01.487561,2026-02-02T18:45:01.487565,290
228,Aluminum 7075 [0228],metal,aluminum,7075,ISO,ISO 21434,X84185,,"aluminum,bundle,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8596.38,96086537293.73,0.3439,604749892.6,1201646953.73,34763357.39,1.7615586e-05,1662.62,204.4043,2026-02-02T18:45:01.487916,2026-02-02T18:45:01.487921,291
229,Ptfe PTFE [0229],polymer,ptfe,PTFE,JIS,JIS H1921,,,"bundle,polymer,ptfe,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1433.34,9413888307.38,0.4253,153406717.71,218595043.36,7151174.19,0.00013438451,279.05,0.2696,2026-02-02T18:45:01.488303,2026-02-02T18:45:01.488307,292
230,Titanium Ti-3Al-2.5V [0230],metal,titanium,Ti-3Al-2.5V,EN,EN 88121,X46537,1.1537,"bundle,metal,synthetic,titanium",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7875.12,72126927199.46,0.2885,256128435.74,1757049647.93,20034273.87,1.9573733e-05,637.48,222.8967,2026-02-02T18:45:01.488657,2026-02-02T18:45:01.488661,293
231,Abs ABS [0231],polymer,abs,ABS,EN,EN 56006,,1.2755,"abs,bundle,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1486.43,9444080779.23,0.3321,89598677.38,222843457.19,6096267.54,6.0304074e-05,273.79,0.1255,2026-02-02T18:45:01.489599,2026-02-02T18:45:01.489609,294
232,Glass Borosilicate [0232],ceramic,glass,Borosilicate,ISO,ISO 29924,,,"bundle,ceramic,glass,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,4713.84,147476709781.99,0.1911,3812291972.75,6289209306.81,28560181.33,6.286495e-06,2514.81,80.5594,2026-02-02T18:45:01.490350,2026-02-02T18:45:01.490357,295
233,Magnesium AZ31B [0233],metal,magnesium,AZ31B,ASTM,ASTM C178,X78963,,"bundle,magnesium,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8866.92,187209803012.44,0.3045,1168403292.4,1698734146.68,85724721.16,1.8304241e-05,644.75,137.0784,2026-02-02T18:45:01.490895,2026-02-02T18:45:01.490898,297
234,Zirconia PSZ [0234],ceramic,zirconia,PSZ,JIS,JIS G9537,,,"bundle,ceramic,synthetic,zirconia",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,4089.09,103999419126.75,0.2357,2670685339.0,4421624636.91,24465053.74,2.7214651e-06,2767.35,102.4566,2026-02-02T18:45:01.491780,2026-02-02T18:45:01.491785,299
235,Alumina Al2O3 99.5% [0235],ceramic,alumina,Al2O3 99.5%,ASTM,ASTM B437,,,"alumina,bundle,ceramic,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,5747.14,213164670594.44,0.1296,587333942.92,892967608.81,2898357.72,4.6861938e-06,1612.29,164.0091,2026-02-02T18:45:01.492065,2026-02-02T18:45:01.492069,300
236,Epoxy EP-Generic [0236],polymer,epoxy,EP-Generic,JIS,JIS G1905,,,"bundle,epoxy,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1468.65,6055772642.38,0.3519,22866934.64,110390799.83,977611.09,4.7776395e-05,261.27,0.7259,2026-02-02T18:45:01.492324,2026-02-02T18:45:01.492331,301
237,Steel 17-4PH [0237],metal,steel,17-4PH,JIS,JIS K833,X86374,,"bundle,metal,steel,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7814.75,195864077089.02,0.268,470812333.99,922876159.15,28813733.49,1.5774378e-05,1714.99,54.0037,2026-02-02T18:45:01.492776,2026-02-02T18:45:01.492781,302
238,Magnesium AZ91D [0238],metal,magnesium,AZ91D,ASTM,ASTM D706,X32041,,"bundle,magnesium,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7633.32,213178742641.64,0.2706,612234295.98,812032590.55,72269870.6,2.2339631e-05,1497.98,246.1234,2026-02-02T18:45:01.493206,2026-02-02T18:45:01.493209,303
239,Titanium Ti-6Al-4V [0239],metal,titanium,Ti-6Al-4V,ISO,ISO 85903,X40975,,"bundle,metal,synthetic,titanium",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8148.17,113689292834.49,0.3306,394384240.5,1484924340.14,50302581.66,1.3821309e-05,1127.68,352.2272,2026-02-02T18:45:01.493461,2026-02-02T18:45:01.493468,304
240,Epoxy EP-HighTemp [0240],polymer,epoxy,EP-HighTemp,JIS,JIS G1626,,,"bundle,epoxy,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,914.01,16513181539.69,0.348,180901592.25,283724372.97,8803285.02,4.513869e-05,289.59,0.3122,2026-02-02T18:45:01.494438,2026-02-02T18:45:01.494442,306
241,Steel A36 [0241],metal,steel,A36,ISO,ISO 39906,X49341,,"bundle,metal,steel,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8570.5,162292233228.76,0.3351,1170503526.48,1972258890.96,203138290.35,1.1202836e-05,681.49,364.914,2026-02-02T18:45:01.495163,2026-02-02T18:45:01.495169,308
242,Magnesium AZ91D [0242],metal,magnesium,AZ91D,JIS,JIS H5625,X61471,,"bundle,magnesium,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7949.53,130680001331.59,0.2713,868133551.09,1154490035.49,99217307.42,9.4514578e-06,765.26,186.3109,2026-02-02T18:45:01.495732,2026-02-02T18:45:01.495743,309
243,Steel 17-4PH [0243],metal,steel,17-4PH,JIS,JIS H5743,X86406,,"bundle,metal,steel,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8800.18,181346906627.61,0.3216,1089643693.07,1924597882.66,87936381.99,1.9164505e-05,1360.06,128.653,2026-02-02T18:45:01.497217,2026-02-02T18:45:01.497223,311
244,Nickel Alloy Hastelloy C276 [0244],metal,nickel alloy,Hastelloy C276,ASTM,ASTM D922,X28808,,"bundle,metal,nickel_alloy,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8839.47,156552890434.26,0.3072,968362690.11,1262978511.44,96633521.93,1.8916463e-05,1102.56,198.643,2026-02-02T18:45:01.498328,2026-02-02T18:45:01.498337,312
245,Aramid Frp AFRP-Woven [0245],composite,aramid FRP,AFRP-Woven,ASTM,ASTM C446,,,"aramid_FRP,bundle,composite,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1453.63,62806387085.38,0.2905,1182055963.19,1560349873.49,10152199.1,1.8782826e-05,261.62,1.9278,2026-02-02T18:45:01.499008,2026-02-02T18:45:01.499013,313
246,Zirconia PSZ [0246],ceramic,zirconia,PSZ,JIS,JIS H9152,,,"bundle,ceramic,synthetic,zirconia",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,3456.15,77083641647.31,0.1268,3126224064.95,3790631909.11,13866563.12,8.883835e-07,1301.99,115.5515,2026-02-02T18:45:01.499346,2026-02-02T18:45:01.499349,314
247,Copper Alloy C17200 [0247],metal,copper alloy,C17200,JIS,JIS H395,X28080,,"bundle,copper_alloy,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7724.6,64824357072.08,0.318,1424521163.14,1599127568.37,248147665.75,2.0919009e-05,1686.51,141.0103,2026-02-02T18:45:01.499650,2026-02-02T18:45:01.499654,315
248,Silicon Nitride Si3N4-HIP [0248],ceramic,silicon nitride,Si3N4-HIP,JIS,JIS K4360,,,"bundle,ceramic,silicon_nitride,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,2678.72,304499208227.8,0.2292,1523487495.15,2438422645.01,13287116.47,8.6174315e-06,1554.79,79.4948,2026-02-02T18:45:01.500293,2026-02-02T18:45:01.500299,317
249,Magnesium AZ91D [0249],metal,magnesium,AZ91D,ISO,ISO 26055,X34564,,"bundle,magnesium,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8326.72,69212093830.44,0.2653,637188853.71,675412623.95,108587554.27,2.3450717e-05,1708.63,138.0681,2026-02-02T18:45:01.500658,2026-02-02T18:45:01.500661,318
250,Titanium Ti-6Al-4V [0250],metal,titanium,Ti-6Al-4V,EN,EN 43673,X98597,1.7528,"bundle,metal,synthetic,titanium",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7978.74,202377233395.63,0.2924,1162951033.06,1624241694.86,182530790.88,7.7035608e-06,1625.73,254.489,2026-02-02T18:45:01.501663,2026-02-02T18:45:01.501672,319
251,Steel 4340 [0251],metal,steel,4340,ASTM,ASTM E667,X95404,,"bundle,metal,steel,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7724.73,89839499009.67,0.3161,713760782.4,1771758094.78,124231176.58,2.2248681e-05,1365.72,42.6205,2026-02-02T18:45:01.503635,2026-02-02T18:45:01.503642,321
252,Mmc Al-SiC MMC [0252],composite,MMC,Al-SiC MMC,ASTM,ASTM E988,,,"MMC,bundle,composite,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1381.13,175035287625.86,0.259,651451715.91,1117699021.54,13875208.31,7.3098942e-06,324.55,5.0864,2026-02-02T18:45:01.504157,2026-02-02T18:45:01.504164,322
253,Pc PC-FR [0253],polymer,pc,PC-FR,JIS,JIS H8870,,,"bundle,pc,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1193.28,11240618420.8,0.4167,130616438.0,257783909.35,9479265.07,0.00013273991,213.01,0.5167,2026-02-02T18:45:01.505323,2026-02-02T18:45:01.505328,324
254,Gfrp GFRP-UD [0254],composite,GFRP,GFRP-UD,JIS,JIS H6823,,,"GFRP,bundle,composite,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1890.56,96519559887.74,0.2926,868786717.45,1152187587.16,11201201.41,1.3247826e-05,281.85,10.5236,2026-02-02T18:45:01.505696,2026-02-02T18:45:01.505700,325
255,Abs ABS [0255],polymer,abs,ABS,ASTM,ASTM E811,,,"abs,bundle,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1350.01,8880410439.64,0.4597,154107303.48,169985708.32,10024684.09,9.0998632e-05,230.44,0.7971,2026-02-02T18:45:01.506039,2026-02-02T18:45:01.506042,326
256,Titanium CP Grade 2 [0256],metal,titanium,CP Grade 2,JIS,JIS H2977,X25115,,"bundle,metal,synthetic,titanium",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7505.22,204423018067.41,0.3313,1260729209.51,2225713881.84,169420621.18,2.5835682e-05,1591.11,400.7099,2026-02-02T18:45:01.506464,2026-02-02T18:45:01.506468,327
257,Peek PEEK-CF30 [0257],polymer,peek,PEEK-CF30,ASTM,ASTM A310,,,"bundle,peek,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,991.94,9090291972.26,0.4321,171649495.35,211299047.66,9423536.39,9.2894876e-05,183.18,0.7408,2026-02-02T18:45:01.507214,2026-02-02T18:45:01.507222,328
258,Nylon PA66 [0258],polymer,nylon,PA66,ISO,ISO 47278,,,"bundle,nylon,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1153.07,5916780473.23,0.3978,97277032.24,121700991.02,4363559.55,0.00013509482,250.43,0.7945,2026-02-02T18:45:01.507661,2026-02-02T18:45:01.507665,329
259,Epoxy EP-Toughened [0259],polymer,epoxy,EP-Toughened,ASTM,ASTM C197,,,"bundle,epoxy,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1400.82,5606670922.05,0.3945,25659574.83,68051761.83,933944.11,8.4604288e-05,135.58,0.5848,2026-02-02T18:45:01.508138,2026-02-02T18:45:01.508141,330
260,Copper Alloy C36000 [0260],metal,copper alloy,C36000,ASTM,ASTM A383,X74266,,"bundle,copper_alloy,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8005.98,124931058655.38,0.2934,1428155415.37,2047792427.24,182834546.38,2.512732e-05,1083.98,394.5296,2026-02-02T18:45:01.508851,2026-02-02T18:45:01.508857,331
261,Nickel Alloy Inconel 718 [0261],metal,nickel alloy,Inconel 718,JIS,JIS K4326,X92455,,"bundle,metal,nickel_alloy,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7430.68,115989867749.87,0.3388,521185945.63,935762919.29,45715511.21,7.2025917e-06,1057.73,45.9875,2026-02-02T18:45:01.509371,2026-02-02T18:45:01.509375,332
262,Epoxy EP-Toughened [0262],polymer,epoxy,EP-Toughened,ISO,ISO 89161,,,"bundle,epoxy,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,997.14,6285529391.55,0.414,104650789.23,173235712.69,2566658.02,7.3607117e-05,317.32,0.2868,2026-02-02T18:45:01.509935,2026-02-02T18:45:01.509939,334
263,Titanium Ti-6Al-4V [0263],metal,titanium,Ti-6Al-4V,ASTM,ASTM C510,X53637,,"bundle,metal,synthetic,titanium",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8315.28,71781259056.71,0.3424,772956599.83,1261829815.27,116503377.12,1.1835675e-05,1507.38,188.2269,2026-02-02T18:45:01.510303,2026-02-02T18:45:01.510345,335
264,Aluminum 1100 [0264],metal,aluminum,1100,ASTM,ASTM D995,X40752,,"aluminum,bundle,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8899.58,123603372919.72,0.2794,678414527.19,1814533399.74,29819839.56,1.0126239e-05,1181.05,186.2089,2026-02-02T18:45:01.511030,2026-02-02T18:45:01.511037,336
265,Silicon Carbide SiC-Sintered [0265],ceramic,silicon carbide,SiC-Sintered,JIS,JIS G1133,,,"bundle,ceramic,silicon_carbide,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,3122.14,372115014717.22,0.1924,2940244285.82,4921545946.91,13576785.43,9.124071e-06,2007.49,25.0205,2026-02-02T18:45:01.511703,2026-02-02T18:45:01.511709,337
266,Steel 1018 [0266],metal,steel,1018,ASTM,ASTM B309,X72866,,"bundle,metal,steel,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8137.17,140787605341.89,0.292,407240038.83,600951722.67,40714222.32,8.7360691e-06,1094.6,189.8876,2026-02-02T18:45:01.512707,2026-02-02T18:45:01.512713,339
